vectorizer,dimensions,classifier,round,vector_time (s),train_time (s),accuracy,precision,recall,f1

Pt-BR_Word2Vec,50,cnn,35.287225600000056,86.02916040000036,0.9910336239103362,0.9913101604278075,0.9894582332532693,0.9903833311072525
Pt-BR_Word2Vec,100,cnn,64.53361889999996,101.6865411000008,0.9917808219178083,0.9913240790176188,0.9910595142780891,0.9911917789937275
Pt-BR_Word2Vec,300,cnn,190.37622519999968,193.20531070000015,0.9926525529265255,0.9922584089695675,0.9919935948759008,0.9921259842519685
Pt-BR_Word2Vec,600,cnn,382.97696650000125,255.57939129999977,0.9924657534246575,0.9923868037932416,0.9914598345342941,0.9919231025966224
Pt-BR_Word2Vec,1000,cnn,627.1459288999995,410.23899789999996,0.9928393524283935,0.9926558953131259,0.9919935948759008,0.992324634585864
Pt-BR_Word2Vec,50,lstm,34.60544649999974,169.88615179999942,0.9912826899128269,0.9903974393171513,0.9909260741926875,0.9906616862326575
Pt-BR_Word2Vec,100,lstm,62.38237570000092,198.05282930000067,0.9916562889165629,0.9934298739608474,0.9886575927408594,0.9910379882289995
Pt-BR_Word2Vec,300,lstm,169.58428300000014,268.25130230000104,0.9926525529265255,0.9927846071619455,0.9914598345342941,0.992121778608626
Pt-BR_Word2Vec,600,lstm,362.71795909999855,480.30708310000045,0.9925280199252802,0.9921249332621462,0.991860154790499,0.9919925263579341
Pt-BR_Word2Vec,1000,lstm,609.2918073000001,651.6592865000002,0.9924657534246575,0.9918612408272182,0.9919935948759008,0.9919274134365201
Pt-BR_Word2Vec,50,mixed,34.89494530000047,598.4093630999996,0.9910336239103362,0.9938188658962644,0.9869228716306379,0.9903588644884842
Pt-BR_Word2Vec,100,mixed,65.3459582000014,730.943843699999,0.9927148194271482,0.9935768767563228,0.9907926341072858,0.9921828021647624
Pt-BR_Word2Vec,300,mixed,169.07725580000078,770.1371812999987,0.9920921544209216,0.9914609739826551,0.9915932746196957,0.9915271198879178
Pt-BR_Word2Vec,600,mixed,366.88557460000084,896.1513961,0.9922789539227895,0.993042547497993,0.9903923138510808,0.9917156600748264
Pt-BR_Word2Vec,1000,mixed,592.528656100003,1010.4398943999986,0.9925280199252802,0.9921249332621462,0.991860154790499,0.9919925263579341
Pt-BR_GloVe,50,cnn,35.58944330000304,77.7355306999998,0.9915940224159402,0.990796318527411,0.9911929543634908,0.9909945967580548
Pt-BR_GloVe,100,cnn,62.99039780000021,92.8603372999969,0.9924034869240349,0.9931763446614932,0.9905257539364826,0.9918492784607164
Pt-BR_GloVe,300,cnn,172.54177450000134,170.8380287,0.9932129514321295,0.9931881928676373,0.992260475046704,0.9927241172151392
