min_acc,avg_acc,max_acc,min_precision,avg_precision,max_precision,min_recall,avg_recall,max_recall,min_f1,avg_f1,max_f1

0.9924034869240348,0.9928455790784557,0.9933997509339976,0.9930453390397218,0.993605350068273,0.9943790149892934,0.9895916733386708,0.9910461702695491,0.992260475046704,0.9918416477196736,0.9923239253431694,0.99291727916611
