vectorizer,dimensions,classifier,round,vector_time (s),train_time (s),accuracy,precision,recall,f1
Pt-BR_Word2Vec,50,lstm,6,44.92054740000094,146.92144449999978,0.9904109589041096,0.9889421795896616,0.9905257539364826,0.9897333333333335
Pt-BR_Word2Vec,50,lstm,7,44.21921590000056,146.71449260000009,0.9906600249066002,0.9911717495987159,0.988791032826261,0.9899799599198398
Pt-BR_Word2Vec,50,lstm,8,45.49405789999946,147.52106730000014,0.9902864259028643,0.9877692103164052,0.9914598345342941,0.9896110815130528
Pt-BR_Word2Vec,50,lstm,9,45.86534209999809,144.2544783000012,0.9902864259028643,0.9868630573248408,0.9923939151321057,0.989620758483034
Pt-BR_Word2Vec,100,lstm,0,80.12147899999763,183.47592839999925,0.9920921544209216,0.9919861092560438,0.9910595142780891,0.991522595287364
Pt-BR_Word2Vec,100,lstm,1,81.65030259999912,187.3281446000001,0.9913449564134496,0.9938230159795891,0.9875900720576462,0.9906967405126833
Pt-BR_Word2Vec,100,lstm,2,80.9722720000027,196.22001660000024,0.9912204234122043,0.9903961584633854,0.9907926341072858,0.9905943566139683
Pt-BR_Word2Vec,100,lstm,3,83.97662299999865,194.8892902000007,0.9914072229140722,0.993293991416309,0.9882572724846543,0.9907692307692307
Pt-BR_Word2Vec,100,lstm,4,81.48509740000009,203.13649819999773,0.9917808219178083,0.9917178733636121,0.9906591940218842,0.991188251001335
Pt-BR_Word2Vec,100,lstm,5,80.79539069999737,206.68889179999678,0.9912826899128269,0.9892229909526343,0.9921270349613024,0.9906728847435043
Pt-BR_Word2Vec,100,lstm,6,82.25034179999784,214.68763569999646,0.9916562889165629,0.9909284951974386,0.9911929543634908,0.9910607071380921
Pt-BR_Word2Vec,100,lstm,7,82.74164949999977,215.81151319999844,0.9917185554171856,0.990537118485939,0.9917267147050974,0.9911315596452624
Pt-BR_Word2Vec,100,lstm,8,79.38461430000098,224.23543580000114,0.9915317559153176,0.9918449197860962,0.9899919935948759,0.9909175904901829
Pt-BR_Word2Vec,100,lstm,9,81.21261420000155,221.51418310000008,0.9919676214196762,0.9929059028242537,0.9898585535094743,0.9913798864016037
